Country,City,AccentCity,Region,Population,Latitude,Longitude
br,baependi,Baependi,15,12853,-21.95,-44.883333
fr,bolbec,Bolbec,A7,12847,49.573209,0.473389
de,hungen,Hungen,5,12844,50.466667,8.9
dk,vaerlose,Værløse,17,12842,55.725,12.375
ao,camabatela,Camabatela,5,12839,-8.18812,15.37495
br,sao miguel,São Miguel,22,12838,-5.466667,-35.366667
de,edemissen,Edemissen,6,12838,52.383333,10.266667
de,sulz,Sulz,1,12834,48.366667,8.65
ec,santa ana,Santa Ana,14,12833,-1.2166667,-80.3833333
au,horsham,Horsham,7,12830,-36.711311,142.199814
de,lorsch,Lorsch,5,12829,49.654722,8.568611
gn,dalaba,Dalaba,6,12823,10.7,-12.25
ch,wallisellen,Wallisellen,25,12820,47.418328,8.589816
az,qovlar,Qovlar,58,12819,40.942137,45.732171
br,carutapera,Carutapera,13,12819,-1.216667,-46.016667
de,lappersdorf,Lappersdorf,2,12817,49.056944,12.09
br,cruzilia,Cruzília,15,12816,-21.833333,-44.8
ca,hauterive,Hauterive,10,12816,49.183333,-68.266667
be,kraainem,Kraainem,2,12815,50.866667,4.466667
bf,diebougou,Diébougou,48,12814,10.9666667,-3.25
br,borda da mata,Borda da Mata,15,12814,-22.266667,-46.166667
br,sao jose da laje,São José da Laje,2,12811,-9,-36.033333
de,cremlingen,Cremlingen,6,12811,52.25,10.65
de,kaufungen,Kaufungen,5,12804,51.281111,9.618611
br,acara,Acará,16,12803,-1.95,-48.183333
de,dinklage,Dinklage,6,12802,52.65,8.116667
co,villanueva,Villanueva,35,12792,10.443611,-75.273056
cl,cabildo,Cabildo,1,12784,-32.432778,-71.133611
co,supia,Supía,37,12784,5.45303,-75.650717
bf,ziniare,Ziniaré,68,12783,12.5822222,-1.2983333
ca,powell river,Powell River,2,12779,49.883333,-124.55
af,ciras,Ciras,33,12778,35.416737,65.982341
fr,le raincy,Le Raincy,A8,12770,48.895926,2.526372
br,passa quatro,Passa Quatro,15,12765,-22.383333,-44.966667
de,ihlow,Ihlow,11,12757,51.883333,13.333333
es,alginet,Alginet,60,12754,39.266667,-0.466667
de,haselunne,Haselünne,6,12748,52.666667,7.483333
es,valverde del camino,Valverde del Camino,51,12747,37.575112,-6.75432
be,blegny,Blegny,4,12745,50.666667,5.733333
ca,brooks,Brooks,1,12745,50.566667,-111.9
co,santa barbara,Santa Bárbara,2,12743,5.874583,-75.567056
cu,quemado de guines,Quemado de Güines,16,12736,22.7852778,-80.2536111
br,conselheiro pena,Conselheiro Pena,15,12735,-19.166667,-41.5
dk,varde,Varde,21,12735,55.62157,8.48073
gp,saint-francois,Saint-François,0,12733,16.25,-61.2666667
bi,bubanza,Bubanza,9,12728,-3.0833333,29.3944444
br,corbelia,Corbélia,18,12725,-24.8,-53.3
br,bela cruz,Bela Cruz,6,12715,-3.05,-40.183333
br,fundao,Fundão,8,12715,-19.916667,-40.4
cl,bulnes,Bulnes,6,12715,-36.733333,-72.3
br,buritama,Buritama,27,12712,-21.05,-50.133333
gb,eaton socon,Eaton Socon,C3,12712,52.216667,-0.283333
br,elias fausto,Elias Fausto,27,12705,-23.033333,-47.383333
de,mettlach,Mettlach,9,12705,49.5,6.6
at,knittelfeld,Knittelfeld,6,12704,47.216667,14.816667
de,markdorf,Markdorf,1,12701,47.716667,9.4
cz,jesenik,Jesenik,84,12693,50.229906,17.203426
al,librazhd,Librazhd,43,12691,41.1794444,20.315
br,sao joao do piaui,São João do Piauí,20,12689,-8.35,-42.25
fr,villeneuve-les-avignon,Villeneuve-lès-Avignon,A9,12688,43.968405,4.796298
fr,moissac,Moissac,B3,12686,44.102361,1.094502
br,bicas,Bicas,15,12684,-21.716667,-43.066667
cz,tachov,Tachov,87,12684,49.798116,12.635752
fr,lons,Lons,97,12684,43.316666,-0.4
br,maracana,Maracanã,16,12683,-0.766667,-47.45
de,gaildorf,Gaildorf,1,12683,49.003889,9.771111
de,wickede,Wickede,7,12681,51.483333,7.866667
cr,grecia,Grecia,1,12677,10.072427,-84.311242
cu,candelaria,Candelaria,1,12675,22.7405556,-82.9611111
de,twistringen,Twistringen,6,12675,52.8,8.65
br,porto murtinho,Pôrto Murtinho,11,12672,-21.7,-57.866667
de,bopfingen,Bopfingen,1,12669,48.85,10.35
de,bad durrheim,Bad Dürrheim,1,12668,48.016667,8.533333
de,wernau,Wernau,1,12668,48.7,9.416667
br,bom jesus,Bom Jesus,20,12666,-9.066667,-44.366667
br,passira,Passira,30,12664,-7.95,-35.633333
de,zella-mehlis,Zella-Mehlis,15,12664,50.65,10.65
es,verin,Verín,58,12663,41.941548,-7.433918
ec,guano,Guano,6,12659,-1.5833333,-78.6333333
br,riacho de santana,Riacho de Santana,5,12658,-13.616667,-42.95
es,soller,Sóller,7,12658,39.768206,2.716361
de,langenselbold,Langenselbold,5,12652,50.183333,9.033333
br,campos altos,Campos Altos,15,12648,-19.683333,-46.166667
fr,andresy,Andrésy,A8,12646,48.982345,2.056872
de,neutraubling,Neutraubling,2,12645,48.983333,12.2
br,tibagi,Tibagi,18,12644,-24.5,-50.4
be,kuurne,Kuurne,9,12638,50.85,3.283333
ca,kentville,Kentville,7,12636,45.066667,-64.5
fr,carrieres-sur-seine,Carrières-sur-Seine,A8,12635,48.906872,2.179199
de,schongau,Schongau,2,12634,47.816667,10.9
br,santana,Santana,5,12629,-14.466667,-41.8
es,betanzos,Betanzos,58,12629,43.280418,-8.214674
de,asperg,Asperg,1,12627,48.9,9.116667
az,tovuz,Tovuz,58,12626,40.992222,45.628889
br,panelas,Panelas,30,12625,-8.666667,-36.016667
de,maisach,Maisach,2,12623,48.216667,11.266667
br,rio claro,Rio Claro,21,12620,-22.716667,-44.15
fr,epinay-sous-senart,Épinay-sous-Sénart,A8,12620,48.689701,2.511863
br,barra da estiva,Barra da Estiva,5,12618,-13.633333,-41.316667
ec,alfredo baquerizo moreno,Alfredo Baquerizo Moreno,10,12617,-1.9166667,-79.5166667
br,princesa isabel,Princesa Isabel,17,12616,-7.733333,-38
br,serro,Sêrro,15,12616,-18.616667,-43.383333
de,friesenheim,Friesenheim,8,12616,49.498333,8.422778
de,gladenbach,Gladenbach,5,12613,50.766667,8.566667
es,torrox,Torrox,51,12610,36.759304,-3.952495
ba,lukavac,Lukavac,1,12607,44.5419444,18.5258333
es,bueu,Bueu,58,12597,42.324579,-8.784973
co,san estanislao,San Estanislao,35,12596,10.398333,-75.151111
br,valente,Valente,5,12591,-11.566667,-39.45
de,regen,Regen,2,12591,48.966667,13.133333
de,plattling,Plattling,2,12590,48.783333,12.866667
br,milagres,Milagres,6,12588,-7.283333,-38.95
fr,plouzane,Plouzané,A2,12588,48.383333,-4.616667
br,santa adelia,Santa Adélia,27,12585,-21.266667,-48.8
fr,genas,Genas,B9,12584,45.732153,4.99943
br,mutum,Mutum,15,12582,-19.816667,-41.433333
es,punta umbria,Punta Umbría,51,12578,37.182131,-6.96605
de,zeven,Zeven,6,12577,53.3,9.283333
fr,thiers,Thiers,98,12576,45.858139,3.556275
ec,san miguel,San Miguel,3,12575,-1.7,-79.0333333
br,itatiaia,Itatiaia,21,12571,-22.5,-44.566667
fr,longuenesse,Longuenesse,B4,12570,50.733954,2.235195
et,guder,Guder,51,12569,8.966667,37.766667
es,penarroya-pueblonuevo,Peñarroya-Pueblonuevo,51,12566,38.3,-5.266667
de,mutterstadt,Mutterstadt,8,12565,49.441389,8.356111
br,nao-me-toque,Não-Me-Toque,23,12556,-28.466667,-52.816667
de,rommerskirchen,Rommerskirchen,7,12554,51.033333,6.683333
fr,sainte-luce-sur-loire,Sainte-Luce-sur-Loire,B5,12550,47.253807,-1.484296
br,assai,Assaí,18,12545,-23.366667,-50.816667
de,abensberg,Abensberg,2,12543,48.816667,11.85
fr,arnouville-les-gonesse,Arnouville-lès-Gonesse,A8,12543,48.983333,2.416667
az,agstafa,Agstafa,5,12542,41.118889,45.453889
es,puerto lumbreras,Puerto Lumbreras,31,12542,37.562904,-1.810008
de,wasserburg,Wasserburg,2,12539,48.066667,12.233333
de,wolgast,Wolgast,12,12539,54.05,13.766667
es,fraga,Fraga,52,12538,41.521508,0.35
gr,ierapetra,Ierápetra,46,12536,35.01,25.7352778
ch,zollikon,Zollikon,25,12534,47.338967,8.577801
gm,gunjur,Gunjur,5,12530,13.1816667,-16.7583333
br,santo antonio,Santo Antônio,22,12529,-6.3,-35.45
fr,kingersheim,Kingersheim,C1,12528,47.792586,7.334908
af,azrow,Azrow,17,12526,34.173553,69.645728
ec,santa lucia,Santa Lucía,10,12523,-2.1833333,-80
br,capela,Capela,2,12520,-9.416667,-36.066667
de,krumbach,Krumbach,2,12518,48.25,10.366667
de,montabaur,Montabaur,8,12518,50.433333,7.833333
de,garrel,Garrel,6,12515,52.95,8.016667
br,porciuncula,Porciúncula,21,12511,-20.966667,-42.033333
ca,elliot lake,Elliot Lake,8,12508,46.383333,-82.65
at,schwaz,Schwaz,7,12507,47.333333,11.7
br,campanha,Campanha,15,12507,-21.833333,-45.4
de,burgstadt,Burgstädt,13,12506,50.916667,12.816667
de,hersbruck,Hersbruck,2,12506,49.5125,11.433889
de,neuenrade,Neuenrade,7,12505,51.283333,7.783333
ec,zaruma,Zaruma,8,12505,-3.6833333,-79.6166667
cu,los arabos,Los Arabos,3,12504,22.7280556,-80.7213889
fr,le bourget,Le Bourget,A8,12503,48.934052,2.435838
de,wachtersbach,Wächtersbach,5,12497,50.266667,9.3
ch,liestal,Liestal,3,12491,47.482779,7.742975
br,itacare,Itacaré,5,12490,-14.3,-39
cl,calbuco,Calbuco,14,12490,-41.768011,-73.127296
br,capinopolis,Capinópolis,15,12486,-18.683333,-49.583333
br,bom jesus do galho,Bom Jesus do Galho,15,12476,-19.833333,-42.316667
cz,unicov,Unicov,84,12474,49.772259,17.122268
de,hauzenberg,Hauzenberg,2,12471,48.65,13.633333
de,neustadt,Neustadt,2,12470,49.583333,10.6
de,grafing,Grafing,2,12469,48.05,11.966667
ca,thompson,Thompson,3,12467,55.75,-97.866667
fr,comines,Comines,B4,12467,50.761503,3.010633
br,caraubas,Caraúbas,22,12462,-5.53,-37.303056
ch,bulle,Bulle,6,12460,46.619499,7.056743
cz,holesov,Holesov,90,12455,49.329979,17.577216
br,monte alegre de minas,Monte Alegre de Minas,15,12451,-18.866667,-48.866667
de,olfen,Olfen,7,12450,51.7,7.4
br,miranorte,Miranorte,31,12446,-9.476667,-48.480278
de,hemsbach,Hemsbach,1,12442,49.591667,8.646389
es,villafranca de los barros,Villafranca de los Barros,57,12442,38.561445,-6.338095
et,huruta,Huruta,51,12442,8.15,39.35
de,drolshagen,Drolshagen,7,12438,51.016667,7.766667
de,mering,Mering,2,12437,48.266667,10.983333
br,caconde,Caconde,27,12434,-21.55,-46.633333
br,riachao,Riachão,13,12428,-7.366667,-46.616667
de,zwonitz,Zwönitz,13,12424,50.633333,12.8
br,bom jesus dos perdoes,Bom Jesus dos Perdões,27,12422,-23.133333,-46.466667
br,neopolis,Neópolis,28,12422,-10.3,-36.583333
de,hildburghausen,Hildburghausen,15,12422,50.416667,10.75
es,gondomar,Gondomar,58,12419,42.111554,-8.74971
co,bugalagrande,Bugalagrande,29,12418,4.212073,-76.155638
fr,vaires-sur-marne,Vaires-sur-Marne,A8,12418,48.876492,2.639816
de,oberhaching,Oberhaching,2,12416,48.033333,11.6
es,tineo,Tineo,34,12416,43.337651,-6.414516
br,barroquinha,Barroquinha,6,12410,-2.983333,-41.083333
br,coracao de jesus,Coração de Jesus,15,12410,-16.684444,-44.360278
de,erlensee,Erlensee,5,12407,50.15,8.95
de,gerstetten,Gerstetten,1,12407,48.633333,10.033333
ba,kakanj,Kakanj,1,12405,44.1272222,18.1180556
br,fartura,Fartura,27,12405,-23.383333,-49.5
de,drochtersen,Drochtersen,6,12404,53.7,9.383333
es,cocentaina,Cocentaina,60,12404,38.739751,-0.439759
de,philippsburg,Philippsburg,1,12403,49.235833,8.456389
fr,fontenay-le-fleury,Fontenay-le-Fleury,A8,12403,48.812532,2.048632
br,conceicao do rio verde,Conceição do Rio Verde,15,12402,-21.883333,-45.083333
de,harsum,Harsum,6,12401,52.216667,9.966667
de,wittingen,Wittingen,6,12401,52.733333,10.716667
de,barsbuttel,Barsbüttel,10,12395,53.566667,10.166667
de,mombris,Mömbris,2,12393,50.066667,9.166667
br,sao jose da tapera,São José da Tapera,2,12392,-9.633333,-37.383333
de,ottersberg,Ottersberg,6,12392,53.1,9.15
br,charqueada,Charqueada,27,12391,-22.5,-47.766667
de,altenstadt,Altenstadt,5,12388,50.283333,8.95
ca,grand centre,Grand Centre,1,12386,54.416667,-110.215278
br,coreau,Coreaú,6,12383,-3.55,-40.65
fi,kankaanpaa,Kankaanpää,15,12381,61.8,22.416667
by,braslav,Braslav,7,12378,55.6338889,27.0538889
br,messias,Messias,2,12376,-9.416667,-35.833333
au,busselton,Busselton,8,12374,-33.652489,115.345497
fr,chauny,Chauny,B6,12374,49.615144,3.218571
br,ipua,Ipuã,27,12370,-20.45,-48.033333
br,itarantim,Itarantim,5,12370,-15.65,-40.05
be,grez-doiceau,Grez-Doiceau,2,12367,50.733333,4.7
br,paraibano,Paraibano,13,12364,-6.5,-44.016667
be,keerbergen,Keerbergen,2,12363,51,4.616667
gn,forecariah,Forécariah,10,12357,9.4305556,-13.0880556
be,oud-turnhout,Oud-Turnhout,1,12354,51.316667,4.983333
br,sao simao,São Simão,27,12351,-21.5,-47.55
fr,triel-sur-seine,Triel-sur-Seine,A8,12351,48.978181,2.007429
cz,vlasim,Vlasim,88,12350,49.703603,14.899412
au,warwick,Warwick,4,12347,-28.219009,152.034378
bg,razlog,Razlog,38,12347,41.8902778,23.4791667
be,bocholt,Bocholt,5,12346,51.166667,5.583333
br,peabiru,Peabiru,18,12345,-23.9,-52.333333
br,nova olinda do norte,Nova Olinda do Norte,4,12344,-3.75,-59.05
br,bom jardim,Bom Jardim,13,12343,-7.016667,-46.483333
es,villamartin,Villamartín,51,12342,36.859787,-5.64485
br,pocao de pedras,Poção de Pedras,13,12337,-4.75,-44.933333
co,ansermanuevo,Ansermanuevo,29,12332,4.797222,-75.995
br,sapucaia,Sapucaia,21,12329,-22,-42.9
au,port pirie,Port Pirie,5,12328,-33.191761,138.017456
br,itapora,Itaporã,11,12327,-22.016667,-54.9
ch,zofingen,Zofingen,1,12327,47.289945,7.947274
de,tamm,Tamm,1,12327,48.916667,9.116667
de,ilsede,Ilsede,6,12326,52.266667,10.2
cz,novy bor,Novy Bor,83,12325,50.757126,14.556747
co,dagua,Dagua,29,12320,3.656852,-76.68859
br,olindina,Olindina,5,12317,-11.366667,-38.35
br,baiao,Baião,16,12316,-2.683333,-49.683333
fi,ulvila,Ulvila,15,12314,61.433333,21.883333
ch,spiez,Spiez,5,12310,46.684733,7.691108
be,zandhoven,Zandhoven,1,12306,51.216667,4.65
co,puerto rico,Puerto Rico,8,12306,1.905743,-75.154059
fr,yzeure,Yzeure,98,12306,46.564383,3.354949
do,cabral,Cabral,3,12303,18.25,-71.2166667
fr,maromme,Maromme,A7,12302,49.479248,1.023748
de,niefern-oschelbronn,Niefern-Öschelbronn,1,12299,48.916667,8.783333
et,hirna,Hirna,51,12295,9.216667,41.1
ca,canmore,Canmore,1,12289,51.1,-115.35
fr,amberieu-en-bugey,Ambérieu-en-Bugey,B9,12289,45.958853,5.343197
de,balve,Balve,7,12288,51.333333,7.866667
ca,hawkesbury,Hawkesbury,8,12283,45.616667,-74.6
cr,santa cruz,Santa Cruz,3,12283,10.26053,-85.585097
ch,muri,Muri,5,12280,46.931714,7.494164
fr,rumilly,Rumilly,B9,12278,45.868733,5.936522
es,utiel,Utiel,60,12277,39.566667,-1.2
br,ibimirim,Ibimirim,30,12272,-8.533333,-37.7
at,lienz,Lienz,7,12270,46.831111,12.759722
br,urbano santos,Urbano Santos,13,12268,-3.2,-43.383333
br,ibatiba,Ibatiba,8,12265,-20.233333,-41.516667
de,demmin,Demmin,12,12263,53.9,13.033333
bo,patacamaya,Patacamaya,4,12261,-17.2333333,-67.9166667
de,spaichingen,Spaichingen,1,12258,48.083333,8.716667
de,issum,Issum,7,12257,51.533333,6.433333
bo,puerto suarez,Puerto Suárez,8,12254,-18.95,-57.8
de,hagenow,Hagenow,12,12253,53.433333,11.183333
be,machelen,Machelen,2,12252,50.916667,4.433333
de,langgons,Langgöns,5,12251,50.5,8.666667
es,villablino,Villablino,55,12250,42.939316,-6.319434
de,havixbeck,Havixbeck,7,12249,51.983333,7.416667
gb,fraserburgh,Fraserburgh,T6,12249,57.683333,-2.016667
br,pindorama,Pindorama,27,12248,-21.2,-48.916667
be,arendonk,Arendonk,1,12247,51.316667,5.083333
fr,graulhet,Graulhet,B3,12246,43.762838,1.988349
cz,veseli nad moravou,Veseli nad Moravou,78,12245,48.950888,17.382144
br,urucui,Uruçuí,20,12243,-7.233333,-44.55
es,beasain,Beasain,59,12237,43.05,-2.183333
gn,tondon,Tondon,8,12235,10.3666667,-13.35
br,itajobi,Itajobi,27,12231,-21.316667,-49.066667
de,bretzfeld,Bretzfeld,1,12223,49.179444,9.438333
de,murnau,Murnau,2,12223,47.683333,11.2
fr,valentigney,Valentigney,A6,12221,47.463879,6.83168
br,umirim,Umirim,6,12220,-3.683333,-39.333333
fr,mende,Mende,A9,12214,44.518486,3.50372
br,tutoia,Tutóia,13,12212,-2.75,-42.266667
de,ludwigslust,Ludwigslust,12,12209,53.316667,11.5
de,feuchtwangen,Feuchtwangen,2,12207,49.166667,10.333333
ec,balao,Balao,10,12205,-2.7333333,-79.75
br,parnarama,Parnarama,13,12202,-5.683333,-43.1
fr,pierrelatte,Pierrelatte,B9,12201,44.377556,4.701976
cr,san josecito,San Josecito,4,12195,10.016667,-84.1
es,estepa,Estepa,51,12194,37.292487,-4.878709
am,vedi,Vedi,2,12192,39.9105556,44.7277778
de,herzberg,Herzberg,11,12188,51.683333,13.233333
ch,uzwil,Uzwil,2,12185,47.438134,9.139218
fr,juvisy-sur-orge,Juvisy-sur-Orge,A8,12185,48.683333,2.383333
es,bullas,Bullas,31,12184,38.046667,-1.672271
dk,frederiksvaerk,Frederiksværk,17,12176,55.967671,12.021482
ge,sagarejo,Sagarejo,8,12174,41.7363889,45.3302778
cz,vysoke myto,Vysoke Myto,86,12173,49.953254,16.154723
fr,la motte-servolex,La Motte-Servolex,B9,12172,45.594156,5.87575
br,girua,Giruá,23,12170,-28.033333,-54.35
co,amaga,Amagá,2,12170,6.040011,-75.703151
fr,saint-claude,Saint-Claude,A6,12169,46.390153,5.863737
br,poco verde,Poço Verde,28,12167,-10.7,-38.183333
br,maruim,Maruim,28,12153,-10.75,-37.083333
be,boechout,Boechout,1,12145,51.166667,4.5
de,uberherrn,Überherrn,9,12145,49.25,6.7
br,cacule,Caculé,5,12143,-14.5,-42.216667
de,sankt leon-rot,Sankt Leon-Rot,1,12143,49.266389,8.616667
bw,ghanzi,Ghanzi,3,12141,-21.5666667,21.7833333
br,sao pedro do sul,São Pedro do Sul,23,12137,-29.616667,-54.166667
au,port augusta,Port Augusta,5,12133,-32.495972,137.772812
fr,somain,Somain,B4,12132,50.359606,3.281081
es,el escorial,El Escorial,29,12131,40.584557,-4.127668
bg,pavlikeni,Pavlikeni,62,12129,43.2427778,25.3219444
es,llanera,Llanera,34,12124,43.433333,-5.883333
af,jurm,Jurm,1,12121,36.864768,70.834207
fr,brignais,Brignais,B9,12121,45.673577,4.754842
af,eskasem,Eskasem,1,12120,36.706932,71.570658
fr,bruges,Bruges,97,12117,44.87981,-0.612194
de,aerzen,Aerzen,6,12114,52.033333,9.266667
de,bischofsheim,Bischofsheim,5,12114,49.993889,8.367222
ch,horw,Horw,11,12110,47.016917,8.309556
fr,bischwiller,Bischwiller,C1,12109,48.765883,7.858307
de,fuldatal,Fuldatal,5,12102,51.383333,9.566667
de,brand-erbisdorf,Brand-Erbisdorf,13,12098,50.866667,13.333333
de,burglengenfeld,Burglengenfeld,2,12098,49.205556,12.041389
br,cocal,Cocal,20,12097,-3.466667,-41.566667
fr,rognac,Rognac,B8,12096,43.488925,5.229288
de,titisee-neustadt,Titisee-Neustadt,1,12092,47.9,8.166667
af,kuhestan,Kuhestan,11,12087,34.653889,61.197778
de,rothenbach,Röthenbach,2,12084,49.485,11.2475
br,sao benedito do rio preto,São Benedito do Rio Prêto,13,12081,-3.333333,-43.583333
es,tarancon,Tarancón,54,12081,40.008511,-3.00731
br,reriutaba,Reriutaba,6,12076,-4.166667,-40.583333
br,uruburetama,Uruburetama,6,12076,-3.633333,-39.5
br,canhotinho,Canhotinho,30,12074,-8.883333,-36.2
de,kall,Kall,7,12074,50.55,6.55
cr,escazu,Escazú,8,12073,9.918872,-84.139895
br,matias barbosa,Matias Barbosa,15,12072,-21.869722,-43.318611
co,el bordo,El Bordo,9,12072,2.116958,-76.982137
do,comendador,Comendador,11,12072,18.8775,-71.7027778
fr,le pradet,Le Pradet,B8,12070,43.106607,6.017185
br,alvinopolis,Alvinópolis,15,12068,-20.1,-43.05
ca,campbellton,Campbellton,4,12064,48,-66.666667
fr,gisors,Gisors,A7,12062,49.281783,1.780098
br,porto real,Porto Real,21,12061,-22.4172,-44.2861
fr,seclin,Seclin,B4,12061,50.548729,3.027313
gb,bourne,Bourne,H7,12060,52.766667,-0.383333
ch,munchenstein,Munchenstein,4,12059,47.510513,7.617668
de,pasewalk,Pasewalk,12,12059,53.516667,13.983333
de,peiting,Peiting,2,12048,47.8,10.933333
es,ripoll,Ripoll,56,12047,42.20033,2.190467
be,opwijk,Opwijk,2,12045,50.966667,4.183333
de,zetel,Zetel,6,12037,53.416667,7.983333
es,astorga,Astorga,55,12037,42.458786,-6.056013
de,bad windsheim,Bad Windsheim,2,12033,49.5,10.416667
es,jodar,Jódar,51,12031,37.840641,-3.352622
fr,montataire,Montataire,B6,12031,49.258999,2.437766
de,pfarrkirchen,Pfarrkirchen,2,12029,48.433333,12.933333
fr,saint-orens-de-gameville,Saint-Orens-de-Gameville,B3,12024,43.554021,1.534106
af,tokzar,Tokzar,33,12021,35.948308,66.42132
de,zschopau,Zschopau,13,12016,50.75,13.066667
be,mettet,Mettet,7,12014,50.316667,4.666667
br,natividade,Natividade,21,12014,-21.05,-41.983333
br,nobres,Nobres,14,12010,-14.733333,-56.333333
de,osterhofen,Osterhofen,2,12010,48.7,13.016667
de,rielasingen-worblingen,Rielasingen-Worblingen,1,12006,47.733333,8.833333
fr,guebwiller,Guebwiller,C1,12005,47.908124,7.209761
es,santa marta de tormes,Santa Marta de Tormes,55,11998,40.950653,-5.627226
de,buchloe,Buchloe,2,11997,48.033333,10.733333
fr,saint-gilles,Saint-Gilles,A9,11995,43.677923,4.432586
az,qax,Qax,39,11993,41.4225,46.924167
br,capela do alto,Capela do Alto,27,11991,-23.466667,-47.75
be,veurne,Veurne,9,11983,51.066667,2.666667
de,kirchheim,Kirchheim,2,11982,48.183333,11.75
be,liedekerke,Liedekerke,2,11980,50.866667,4.083333
be,rochefort,Rochefort,7,11978,50.166667,5.216667
be,gerpinnes,Gerpinnes,3,11977,50.333333,4.516667
de,gluckstadt,Glückstadt,10,11976,53.783333,9.416667
de,scharbeutz,Scharbeutz,10,11973,54.033333,10.75
br,auriflama,Auriflama,27,11971,-20.683333,-50.566667
fr,fameck,Fameck,B2,11966,49.30335,6.108598
fr,amilly,Amilly,A3,11965,47.972812,2.771859
ca,aldergrove,Aldergrove,2,11963,49.06,-122.46
fi,parainen,Parainen,15,11962,60.3,22.3
br,maracai,Maracaí,27,11960,-22.6,-50.65
de,walldurn,Walldürn,1,11960,49.583333,9.366667
de,geisenheim,Geisenheim,5,11959,49.983333,7.966667
fr,provins,Provins,A8,11958,48.561463,3.297725
de,ettenheim,Ettenheim,1,11956,48.25,7.816667
al,tepelene,Tepelenë,45,11955,40.2958333,20.0191667
br,placido de castro,Plácido de Castro,1,11950,-10.333333,-67.183333
br,utinga,Utinga,5,11949,-10.983333,-42.95
be,kinrooi,Kinrooi,5,11946,51.15,5.75
cf,ndele,Ndélé,1,11941,8.4091667,20.6530556
de,teningen,Teningen,1,11939,48.133333,7.816667
be,kortemark,Kortemark,9,11937,51.033333,3.033333
br,ribas do rio pardo,Ribas do Rio Pardo,11,11935,-20.45,-53.766667
br,montanha,Montanha,8,11934,-18.133333,-40.35
fr,sollies-pont,Solliès-Pont,B8,11933,43.189784,6.043205
au,victoria point,Victoria Point,4,11930,-27.58329,153.311722
be,jodoigne,Jodoigne,2,11930,50.716667,4.866667
fr,saverne,Saverne,C1,11925,48.740039,7.365086
br,presidente medici,Presidente Médici,24,11923,-11.283333,-61.916667
es,socuellamos,Socuéllamos,54,11920,39.285808,-2.792055
br,borba,Borba,4,11918,-4.388889,-59.593611
be,wommelgem,Wommelgem,1,11917,51.2,4.516667
br,colonia leopoldina,Colônia Leopoldina,2,11914,-8.95,-35.65
br,altinho,Altinho,30,11913,-8.483333,-36.066667
br,mundo novo,Mundo Novo,5,11912,-11.866667,-40.466667
de,weinsberg,Weinsberg,1,11910,49.150278,9.288333
de,werther,Werther,7,11910,52.066667,8.416667
br,duartina,Duartina,27,11903,-22.4,-49.416667
be,zelzate,Zelzate,8,11901,51.2,3.816667
de,blaubeuren,Blaubeuren,1,11900,48.4,9.783333
br,coremas,Coremas,17,11897,-7.016667,-37.966667
br,cunha,Cunha,27,11896,-23.083333,-44.966667
fr,amboise,Amboise,A3,11896,47.412491,0.98266
fr,saint-martin-boulogne,Saint-Martin-Boulogne,B4,11892,50.726909,1.618642
be,gavere,Gavere,8,11888,50.933333,3.666667
at,vocklabruck,Vocklabruck,4,11887,48.016667,13.65
br,raposa,Raposa,13,11883,-6.516667,-44.183333
de,jork,Jork,6,11878,53.533333,9.683333
fr,talant,Talant,A1,11877,47.336935,5.008876
cl,carahue,Carahue,4,11875,-38.7,-73.166667
ca,ingersoll,Ingersoll,8,11874,43.033333,-80.883333
de,recke,Recke,7,11867,52.383333,7.716667
cm,betare oya,Bétaré Oya,4,11866,5.6,14.0833333
de,erkner,Erkner,11,11866,52.416667,13.75
ge,gali,Gali,2,11861,42.6405556,41.7372222
br,araripe,Araripe,6,11860,-7.2,-40.133333
de,schalksmuhle,Schalksmühle,7,11859,51.233333,7.533333
br,curaca,Curaçá,5,11858,-8.983333,-39.9
cr,naranjo,Naranjo,1,11856,10.09866,-84.378243
gb,sidmouth,Sidmouth,D4,11853,50.683333,-3.25
br,papagaios,Papagaios,15,11850,-19.533333,-44.75
de,rosdorf,Rosdorf,6,11844,51.5,9.9
cy,paralimni,Paralimni,1,11838,35.0375,33.9833333
cf,birao,Birao,14,11833,10.2833333,22.7833333
co,antioquia,Antioquia,2,11829,6.556867,-75.828056
es,godella,Godella,60,11829,39.533333,-0.416667
fr,noeux-les-mines,Noeux-les-Mines,B4,11828,50.475481,2.667939
ca,matane,Matane,10,11826,48.85,-67.516667
de,kronshagen,Kronshagen,10,11826,54.333333,10.083333
cz,prachatice,Prachatice,79,11825,49.014417,13.999526
br,lagoa formosa,Lagoa Formosa,15,11822,-18.783333,-46.4
br,batalha,Batalha,2,11820,-9.683333,-37.133333
de,bestwig,Bestwig,7,11819,51.366667,8.4
fr,bully-les-mines,Bully-les-Mines,B4,11819,50.443805,2.727029
co,sitionuevo,Sitionuevo,4,11817,10.777367,-74.720491
de,bad lauterberg,Bad Lauterberg,6,11813,51.65,10.466667
de,schoneiche,Schöneiche,11,11812,52.216667,13.516667
es,jaca,Jaca,52,11811,42.568976,-0.549868
ee,haapsalu,Haapsalu,7,11805,58.9430556,23.5413889
br,rio tinto,Rio Tinto,17,11804,-6.8,-35.083333
br,campestre,Campestre,15,11802,-21.716667,-46.25
de,hammelburg,Hammelburg,2,11798,50.116667,9.9
